Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Latitude,Longitude,point
2018/12/09 01:38:00 PM,2018/12/09,13:38,2018,Sunday,2018/12/09 02:08:00 PM,74636807054,746368,180913371,183431839,VS,Vehicle Supplement,,07054,Vehicle Misplaced,Vehicle Misplaced,"Vehicle, Misplaced",Open or Active,WALLER ST \ DELMAR ST,26336000,Park,Haight Ashbury,5,37.76917927368821,-122.44592200604475,"(37.76917927368821, -122.44592200604475)"
2018/12/09 05:00:00 PM,2018/12/09,17:00,2018,Sunday,2018/12/09 05:00:00 PM,74639407021,746394,180922316,183410619,IS,Initial Supplement,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,ATHENS ST \ PERU AVE,21652000,Ingleside,Excelsior,11,37.7263229218403,-122.42492552778423,"(37.7263229218403, -122.42492552778423)"
2018/12/08 12:10:00 AM,2018/12/08,00:10,2018,Saturday,2018/12/09 10:10:00 PM,74645707021,746457,180929061,183433531,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,MONTGOMERY ST \ BROADWAY,24768000,Central,North Beach,3,37.798222970428206,-122.40386301890015,"(37.798222970428206, -122.40386301890015)"
2018/12/09 10:30:00 PM,2018/12/09,22:30,2018,Sunday,2018/12/09 10:30:00 PM,74646507041,746465,180917997,183433547,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,TREAT AVE \ 23RD ST,23988000,Mission,Mission,9,37.75416458044711,-122.41314088997522,"(37.75416458044711, -122.41314088997522)"
2018/12/09 11:10:00 PM,2018/12/09,23:10,2018,Sunday,2018/12/09 11:10:00 PM,74647307041,746473,180925718,183421918,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,LARKIN ST \ HAYES ST,30744000,Tenderloin,Tenderloin,6,37.777722750028566,-122.41640107183976,"(37.777722750028566, -122.41640107183976)"
2018/12/09 08:30:00 AM,2018/12/09,08:30,2018,Sunday,2018/12/09 11:13:00 PM,74647507021,746475,180929174,183433699,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,,,Southern,,,,,
2018/12/07 10:00:00 AM,2018/12/07,10:00,2018,Friday,2018/12/07 10:00:00 AM,74567807041,745678,180922316,183411134,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,NEWCOMB AVE \ SELBY ST,20793000,Bayview,Bayview Hunters Point,10,37.740528541050715,-122.39912411100707,"(37.740528541050715, -122.39912411100707)"
2018/12/07 11:36:00 AM,2018/12/07,11:36,2018,Friday,2018/12/07 11:36:00 AM,74569707041,745697,180919595,183411258,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,POLK ST \ REDWOOD ST,24464000,Northern,Tenderloin,6,37.780773160648025,-122.41870890513495,"(37.780773160648025, -122.41870890513495)"
2018/12/09 12:00:00 PM,2018/12/09,12:00,2018,Sunday,2018/12/09 12:00:00 PM,74634407041,746344,180927554,183431221,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,18TH ST \ CASTRO ST,25813000,Mission,Castro/Upper Market,8,37.76088893209152,-122.4350007026991,"(37.76088893209152, -122.4350007026991)"
2018/12/08 08:00:00 AM,2018/12/08,08:00,2018,Saturday,2018/12/09 02:10:00 PM,74637307020,746373,180928035,183422084,VI,Vehicle Initial,,07020,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",Open or Active,GROVE ST \ GOUGH ST,25939000,Northern,Hayes Valley,5,37.77781524516056,-122.42316555401516,"(37.77781524516056, -122.42316555401516)"
2018/12/06 12:00:00 PM,2018/12/06,12:00,2018,Thursday,2018/12/09 03:12:00 PM,74638707020,746387,180928217,183432161,VI,Vehicle Initial,,07020,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",Open or Active,WILDE AVE \ DELTA ST,20838000,Ingleside,Visitacion Valley,10,37.7178199460474,-122.40727155053213,"(37.7178199460474, -122.40727155053213)"
2018/12/10 12:29:00 AM,2018/12/10,00:29,2018,Monday,2018/12/10 12:29:00 AM,74649307041,746493,180929174,,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,,,Out of SF,,,,,
2018/12/09 12:01:00 AM,2018/12/09,00:01,2018,Sunday,2018/12/10 05:56:00 AM,74663507045,746635,180929613,183440356,VI,Vehicle Initial,,07045,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Truck",Open or Active,BRYANT ST \ LANGTON ST,23876000,Southern,South of Market,6,37.77385630397913,-122.40528580238285,"(37.77385630397913, -122.40528580238285)"
2018/12/09 07:00:00 AM,2018/12/09,07:00,2018,Sunday,2018/12/10 07:27:00 AM,74663707025,746637,180929629,183440530,VI,Vehicle Initial,,07025,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",Open or Active,FULTON ST \ ARGUELLO BLVD,27191000,Richmond,Golden Gate Park,1,37.774308894545044,-122.45837109983862,"(37.774308894545044, -122.45837109983862)"
2018/12/08 09:30:00 PM,2018/12/08,21:30,2018,Saturday,2018/12/10 08:30:00 AM,74664607025,746646,180929710,183440755,VI,Vehicle Initial,,07025,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",Open or Active,BACON ST \ SOMERSET ST,20888000,Bayview,Portola,9,37.726599245111956,-122.40755640619919,"(37.726599245111956, -122.40755640619919)"
2018/12/07 02:30:00 AM,2018/12/07,02:30,2018,Friday,2018/12/10 10:31:00 AM,74667407021,746674,180930002,183441252,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,HYDE ST \ OFARRELL ST,25145000,Tenderloin,Tenderloin,6,37.78537597388642,-122.41625970692009,"(37.78537597388642, -122.41625970692009)"
2018/12/07 12:00:00 PM,2018/12/07,12:00,2018,Friday,2018/12/10 12:00:00 PM,74668007020,746680,180929992,183440758,VI,Vehicle Initial,,07020,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",Open or Active,PIZARRO WAY \ WESTWOOD DR,22637000,Ingleside,West of Twin Peaks,7,37.72918625375068,-122.45894847509342,"(37.72918625375068, -122.45894847509342)"
2018/12/08 10:30:00 AM,2018/12/08,10:30,2018,Saturday,2018/12/10 11:14:00 AM,74668407025,746684,180930121,183441413,VI,Vehicle Initial,,07025,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",Open or Active,SAGAMORE ST \ PLYMOUTH AVE,22457000,Taraval,Oceanview/Merced/Ingleside,11,37.711407963272656,-122.45603759881043,"(37.711407963272656, -122.45603759881043)"
2018/12/10 06:15:00 AM,2018/12/10,06:15,2018,Monday,2018/12/10 06:20:00 AM,74668707051,746687,180929566,183440387,II,Initial,,07051,Motor Vehicle Theft,Motor Vehicle Theft (Attempted),"Vehicle, Stolen, Attempted",Cite or Arrest Adult,ELIZABETH ST \ SANCHEZ ST,25654000,Mission,Noe Valley,8,37.752362000689736,-122.42973130316813,"(37.752362000689736, -122.42973130316813)"
2018/12/09 11:30:00 AM,2018/12/09,11:30,2018,Sunday,2018/12/10 11:00:00 AM,74668807021,746688,180930096,183440974,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,GOLDEN GATE AVE \ PIERCE ST,26062000,Northern,Western Addition,5,37.77914487770422,-122.43524101344894,"(37.77914487770422, -122.43524101344894)"
2018/12/10 11:50:00 AM,2018/12/10,11:50,2018,Monday,2018/12/10 11:55:00 AM,74669507041,746695,180869746,,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,,,Out of SF,,,,,
2018/12/10 08:30:00 AM,2018/12/10,08:30,2018,Monday,2018/12/10 08:32:00 AM,74670407043,746704,180930137,183440770,VI,Vehicle Initial,,07043,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Motorcycle",Open or Active,THOMAS AVE \ ROBBLEE AVE,20740000,Bayview,Bayview Hunters Point,10,37.73528591836444,-122.39990933421034,"(37.73528591836444, -122.39990933421034)"
2018/12/10 12:30:00 PM,2018/12/10,12:30,2018,Monday,2018/12/10 01:12:00 PM,74671107041,746711,180930096,183441763,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,FILLMORE ST \ GOLDEN GATE AVE,25971000,Northern,Western Addition,5,37.77956414797087,-122.43195180329982,"(37.77956414797087, -122.43195180329982)"
2018/12/09 11:00:00 PM,2018/12/09,23:00,2018,Sunday,2018/12/10 01:36:00 PM,74671907021,746719,180930557,183442035,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,HAYES ST \ MARKET ST,30743000,Tenderloin,Tenderloin,6,37.777773070705116,-122.41600949683082,"(37.777773070705116, -122.41600949683082)"
2018/12/10 01:55:00 PM,2018/12/10,13:55,2018,Monday,2018/12/10 01:55:00 PM,74672607041,746726,180920984,183402887,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,VAN NESS AVE \ TURK ST,25184000,Tenderloin,Western Addition,5,37.78196076502422,-122.420638250988,"(37.78196076502422, -122.420638250988)"
2018/12/10 10:45:00 AM,2018/12/10,10:45,2018,Monday,2018/12/10 02:03:00 PM,74672807021,746728,180930626,183442150,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,SUTTER ST \ FRANKLIN ST,25220000,Northern,Western Addition,2,37.78733916252147,-122.42340359434829,"(37.78733916252147, -122.42340359434829)"
2018/12/10 01:20:00 PM,2018/12/10,13:20,2018,Monday,2018/12/10 01:20:00 PM,74674007041,746740,180922883,183441694,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,POLK ST \ GREENWICH ST,26688000,Northern,Russian Hill,2,37.800624154211846,-122.42271316003152,"(37.800624154211846, -122.42271316003152)"
2018/12/10 05:30:00 AM,2018/12/10,05:30,2018,Monday,2018/12/10 03:32:00 PM,74675907021,746759,180930949,183442471,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,ELIZABETH ST \ SAN JOSE AVE,24109000,Mission,Mission,8,37.752856084070395,-122.42154550644946,"(37.752856084070395, -122.42154550644946)"
2018/12/10 02:30:00 PM,2018/12/10,14:30,2018,Monday,2018/12/10 02:30:00 PM,74676307055,746763,180930789,183441841,VI,Vehicle Initial,,07055,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",Open or Active,MOUNT VERNON AVE \ ROME ST,21527000,Ingleside,Outer Mission,11,37.71657567208357,-122.4451797866469,"(37.71657567208357, -122.4451797866469)"
2018/12/10 12:54:00 PM,2018/12/10,12:54,2018,Monday,2018/12/10 12:54:00 PM,74676607055,746766,180930488,183440639,VI,Vehicle Initial,,07055,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",Open or Active,BRYANT ST \ LANGTON ST,23876000,Ingleside,South of Market,6,37.77385630397913,-122.40528580238285,"(37.77385630397913, -122.40528580238285)"
2018/12/07 03:00:00 PM,2018/12/07,15:00,2018,Friday,2018/12/10 12:56:00 PM,74676907020,746769,180930513,183440961,VI,Vehicle Initial,,07020,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen & Recovered",Open or Active,CESAR CHAVEZ ST \ MISSISSIPPI ST,23612000,Bayview,Bayview Hunters Point,10,37.74991515734683,-122.39334026694655,"(37.74991515734683, -122.39334026694655)"
2018/12/10 03:09:00 PM,2018/12/10,15:09,2018,Monday,2018/12/10 03:09:00 PM,74677007041,746770,180860465,183441677,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,VIENNA ST \ PERU AVE,21659000,Ingleside,Excelsior,11,37.72670832179164,-122.42573281007539,"(37.72670832179164, -122.42573281007539)"
2018/12/10 03:31:00 PM,2018/12/10,15:31,2018,Monday,2018/12/10 03:31:00 PM,74677307041,746773,180930626,183442483,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,FRANKLIN ST \ DANIEL BURNHAM CT,33775000,Northern,Western Addition,2,37.7868683661603,-122.42330825256187,"(37.7868683661603, -122.42330825256187)"
2018/11/27 12:00:00 PM,2018/11/27,12:00,2018,Tuesday,2018/12/10 04:27:00 PM,74677507021,746775,180931163,183442709,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,TARAVAL ST \ 30TH AVE,23283000,Taraval,Sunset/Parkside,4,37.7425317832785,-122.48747648126513,"(37.7425317832785, -122.48747648126513)"
2018/12/10 04:20:00 PM,2018/12/10,16:20,2018,Monday,2018/12/10 04:20:00 PM,74678107043,746781,180860562,183442682,VS,Vehicle Supplement,,07043,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Motorcycle",Open or Active,MARKET ST \ BRADY ST,30752000,Mission,Mission,6,37.773523379813106,-122.42123215696753,"(37.773523379813106, -122.42123215696753)"
2018/12/10 04:45:00 PM,2018/12/10,16:45,2018,Monday,2018/12/10 04:45:00 PM,74680507055,746805,180931282,183440623,VI,Vehicle Initial,,07055,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",Open or Active,UNDERWOOD AVE \ INGALLS ST,20145000,Bayview,Bayview Hunters Point,10,37.72660616397755,-122.38624189370873,"(37.72660616397755, -122.38624189370873)"
2018/12/10 12:00:00 PM,2018/12/10,12:00,2018,Monday,2018/12/10 06:52:00 PM,74682407021,746824,180931555,183443331,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,JERROLD AVE \ SELBY ST,20723000,Bayview,Bayview Hunters Point,10,37.7428968146528,-122.3970013283792,"(37.7428968146528, -122.3970013283792)"
2018/12/10 07:00:00 PM,2018/12/10,19:00,2018,Monday,2018/12/10 07:00:00 PM,74683007041,746830,180898115,183442110,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,HIGH ST \ CLIPPER TER,22339000,Mission,Noe Valley,8,37.7480104208387,-122.44347381307553,"(37.7480104208387, -122.44347381307553)"
2018/12/10 05:58:00 PM,2018/12/10,17:58,2018,Monday,2018/12/10 05:58:00 PM,74683207055,746832,180931511,183443121,VI,Vehicle Initial,,07055,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Recovered, Stolen outside SF",Cite or Arrest Adult,VAN NESS AVE \ WILLOW ST,30707000,Northern,Western Addition,5,37.78335207440854,-122.42097712514904,"(37.78335207440854, -122.42097712514904)"
2018/12/09 08:00:00 PM,2018/12/09,20:00,2018,Sunday,2018/12/10 08:26:00 PM,74683807021,746838,180931737,183443625,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,CARSON ST \ DOUGLASS ST,26137000,Mission,Twin Peaks,8,37.75846287020596,-122.43911442048483,"(37.75846287020596, -122.43911442048483)"
2018/12/07 11:00:00 AM,2018/12/07,11:00,2018,Friday,2018/12/10 06:40:00 PM,74684407021,746844,180931771,183443666,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,LINDSAY CIR \ HILLVIEW CT \ WHITNEY YOUNG CIR,28152000,Bayview,Bayview Hunters Point,10,37.735309123074195,-122.38526910266481,"(37.735309123074195, -122.38526910266481)"
2018/06/04 10:57:00 AM,2018/06/04,10:57,2018,Monday,2018/06/04 10:57:00 AM,74233307046,742333,150687603,152192729,II,Initial,,07046,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Other Vehicle",Open or Active,04TH ST \ LONG BRIDGE ST,34168000,Southern,Mission Bay,6,37.773466920607476,-122.39143433652146,"(37.773466920607476, -122.39143433652146)"
2018/06/10 06:00:00 AM,2018/06/10,06:00,2018,Sunday,2018/06/10 09:09:00 AM,74275707045,742757,180430212,181610840,VS,Vehicle Supplement,,07045,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Truck",Open or Active,04TH ST \ LONG BRIDGE ST,34168000,Southern,Mission Bay,6,37.773466920607476,-122.39143433652146,"(37.773466920607476, -122.39143433652146)"
2018/12/10 02:08:00 PM,2018/12/10,14:08,2018,Monday,2018/12/10 02:09:00 PM,74674107041,746741,180909900,,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,,,Out of SF,,,,,
2018/12/10 03:20:00 PM,2018/12/10,15:20,2018,Monday,2018/12/10 03:50:00 PM,74677107045,746771,180929710,,VS,Vehicle Supplement,,07045,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Truck",Open or Active,,,Out of SF,,,,,
2018/12/08 09:00:00 AM,2018/12/08,09:00,2018,Saturday,2018/12/10 10:36:00 PM,74687207041,746872,180927071,183443711,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,POWELL ST \ LOMBARD ST,25453000,Central,North Beach,3,37.80303389932102,-122.41138852834155,"(37.80303389932102, -122.41138852834155)"
2018/12/10 08:59:00 PM,2018/12/10,20:59,2018,Monday,2018/12/11 12:15:00 AM,74688607021,746886,180932149,183450024,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,QUINT ST \ CARROLL AVE,20643000,Bayview,Bayview Hunters Point,10,37.730266427237,-122.40269821988328,"(37.730266427237, -122.40269821988328)"
2018/12/10 11:46:00 PM,2018/12/10,23:46,2018,Monday,2018/12/10 11:46:00 PM,74688907041,746889,180931737,183443625,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,HARRISON ST \ DORE ST,24230000,Southern,South of Market,6,37.77205206601267,-122.41067849395363,"(37.77205206601267, -122.41067849395363)"
2018/12/11 04:00:00 AM,2018/12/11,04:00,2018,Tuesday,2018/12/11 04:00:00 AM,74691607041,746916,180923057,183450159,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,INDUSTRIAL ST \ REVERE AVE,20753000,Bayview,Bayview Hunters Point,10,37.73899041615456,-122.40307582574934,"(37.73899041615456, -122.40307582574934)"
2018/12/11 08:15:00 AM,2018/12/11,08:15,2018,Tuesday,2018/12/11 08:20:00 AM,74700007041,747000,180902813,183450580,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,BOCANA ST \ CORTLAND AVE,21246000,Ingleside,Bernal Heights,9,37.73929727902817,-122.41858437745299,"(37.73929727902817, -122.41858437745299)"
2018/12/11 07:35:00 AM,2018/12/11,07:35,2018,Tuesday,2018/12/11 08:07:00 AM,74700107021,747001,180932412,183450703,II,Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,MASON ST \ BEACH ST,25485000,Central,North Beach,3,37.80748251193778,-122.41397500878728,"(37.80748251193778, -122.41397500878728)"
2018/12/10 08:00:00 PM,2018/12/10,20:00,2018,Monday,2018/12/11 09:30:00 AM,74700707021,747007,180932519,183451058,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,EL DORADO ST SOUTH \ CHANNEL \ EL DORADO ST,34174000,Southern,Mission Bay,6,37.77250653484488,-122.39393976805779,"(37.77250653484488, -122.39393976805779)"
2018/12/10 09:00:00 PM,2018/12/10,21:00,2018,Monday,2018/12/11 09:52:00 AM,74701407021,747014,180932581,183451128,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,43RD AVE \ IRVING ST,27802000,Taraval,Sunset/Parkside,4,37.76242721371097,-122.50284388080615,"(37.76242721371097, -122.50284388080615)"
2018/12/11 08:36:00 AM,2018/12/11,08:36,2018,Tuesday,2018/12/11 08:36:00 AM,74702707043,747027,180932600,183450864,VI,Vehicle Initial,,07043,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Motorcycle",Open or Active,BUSH ST \ BAKER ST,26825000,Out of SF,Presidio Heights,2,37.78575857610071,-122.44337028302894,"(37.78575857610071, -122.44337028302894)"
2018/12/11 11:54:00 AM,2018/12/11,11:54,2018,Tuesday,2018/12/11 11:54:00 AM,74704407041,747044,180917458,183451642,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,KIRKWOOD AVE \ DORMITORY RD \ KISKA RD,20046000,Bayview,Bayview Hunters Point,10,37.729659692795856,-122.3749280815457,"(37.729659692795856, -122.3749280815457)"
2018/12/08 08:20:00 PM,2018/12/08,20:20,2018,Saturday,2018/12/11 11:20:00 AM,74706407041,747064,180926669,183423638,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,GEARY ST \ JONES ST,24960000,Southern,Tenderloin,6,37.78672974391054,-122.41316144562205,"(37.78672974391054, -122.41316144562205)"
2018/12/11 12:45:00 PM,2018/12/11,12:45,2018,Tuesday,2018/12/11 12:46:00 PM,74706607041,747066,180929061,,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,,,Out of SF,,,,,
2018/12/10 01:00:00 PM,2018/12/10,13:00,2018,Monday,2018/12/11 02:42:00 PM,74708307023,747083,180933404,183452334,VI,Vehicle Initial,,07023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,BRYANT ST \ DORE ST,24204000,Southern,South of Market,6,37.77082024098187,-122.40913437034878,"(37.77082024098187, -122.40913437034878)"
2018/12/11 02:52:00 PM,2018/12/11,14:52,2018,Tuesday,2018/12/11 02:52:00 PM,74709007045,747090,180912527,183452368,VS,Vehicle Supplement,,07045,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Truck",Open or Active,TOPEKA AVE \ APOLLO ST,20533000,Bayview,Bayview Hunters Point,10,37.732614178068054,-122.3968653785328,"(37.732614178068054, -122.3968653785328)"
2018/12/11 04:15:00 PM,2018/12/11,16:15,2018,Tuesday,2018/12/11 04:15:00 PM,74709907041,747099,180904176,,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,,,Out of SF,,,,,
2018/12/02 11:30:00 AM,2018/12/02,11:30,2018,Sunday,2018/12/11 03:38:00 PM,74712107041,747121,180912301,183372686,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,JESSIE EAST ST \ MISSION ST,35047000,Northern,South of Market,6,37.784006612420036,-122.40486479517743,"(37.784006612420036, -122.40486479517743)"
2018/12/08 07:15:00 AM,2018/12/08,07:15,2018,Saturday,2018/12/08 04:52:00 PM,74712507041,747125,180926170,183450581,VS,Vehicle Supplement,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,22ND ST \ GUERRERO ST,25623000,Mission,Mission,8,37.755169793091,-122.42318100123339,"(37.755169793091, -122.42318100123339)"
2018/12/09 06:00:00 PM,2018/12/09,18:00,2018,Sunday,2018/12/11 05:06:00 PM,74712807023,747128,180933846,183452942,VI,Vehicle Initial,,07023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,ARBALLO DR \ VIDAL DR,23107000,Taraval,Lakeshore,7,37.72120583892469,-122.48302284569624,"(37.72120583892469, -122.48302284569624)"
2018/12/11 02:10:00 PM,2018/12/11,14:10,2018,Tuesday,2018/12/11 02:21:00 PM,74713207041,747132,180933410,183452251,II,Initial,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,TOPEKA AVE \ APOLLO ST,20533000,Bayview,Bayview Hunters Point,10,37.732614178068054,-122.3968653785328,"(37.732614178068054, -122.3968653785328)"
2018/12/11 02:00:00 AM,2018/12/11,02:00,2018,Tuesday,2018/12/11 06:10:00 PM,74713907021,747139,180934054,183453207,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,18TH ST \ CASTRO ST,25813000,Mission,Castro/Upper Market,8,37.76088893209152,-122.4350007026991,"(37.76088893209152, -122.4350007026991)"
2018/12/11 02:00:00 PM,2018/12/11,14:00,2018,Tuesday,2018/12/11 08:23:00 PM,74717207021,747172,180934430,183453733,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,18TH ST \ POTRERO AVE,24004000,Mission,Mission,10,37.761935877498665,-122.40718748904061,"(37.761935877498665, -122.40718748904061)"
2018/12/11 12:00:00 AM,2018/12/11,00:00,2018,Tuesday,2018/12/11 03:02:00 PM,74719407041,747194,180933824,183452414,VI,Vehicle Initial,,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,SUNNYDALE AVE \ DESMOND ST,20340000,Out of SF,Visitacion Valley,10,37.70909807296136,-122.4059805520096,"(37.70909807296136, -122.4059805520096)"
2018/12/08 04:00:00 PM,2018/12/08,16:00,2018,Saturday,2018/12/11 10:10:00 PM,74721207023,747212,180934662,183454057,VI,Vehicle Initial,,07023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,WASHINGTON ST \ GOUGH ST,26545000,Northern,Pacific Heights,2,37.79263377045513,-122.42615704434606,"(37.79263377045513, -122.42615704434606)"
2018/12/10 09:00:00 PM,2018/12/10,21:00,2018,Monday,2018/12/11 11:20:00 PM,74721507023,747215,180934725,183454250,VI,Vehicle Initial,,07023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,MASON ST \ LOMBARD ST,25464000,Central,North Beach,3,37.80282769905127,-122.41303433680027,"(37.80282769905127, -122.41303433680027)"
2018/12/11 10:35:00 PM,2018/12/11,22:35,2018,Tuesday,2018/12/11 10:49:00 PM,74721607021,747216,180934684,183454175,VI,Vehicle Initial,,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,05TH ST \ HOWARD ST,23944000,Southern,South of Market,6,37.781499507548546,-122.40493334783943,"(37.781499507548546, -122.40493334783943)"
